Quarter,Region,State,Purpose,Trips
1999 Q4,Adelaide Hills,South Australia,Other,2.2665789
2000 Q1,Adelaide Hills,South Australia,Other,0
2000 Q2,Adelaide Hills,South Australia,Other,1.7767214
2000 Q3,Adelaide Hills,South Australia,Other,0
2000 Q4,Adelaide Hills,South Australia,Other,0
2001 Q1,Adelaide Hills,South Australia,Other,0.3505485
2001 Q2,Adelaide Hills,South Australia,Other,1.9370989
2001 Q3,Adelaide Hills,South Australia,Other,0
2001 Q4,Adelaide Hills,South Australia,Other,0
2002 Q1,Adelaide Hills,South Australia,Other,0
2002 Q2,Adelaide Hills,South Australia,Other,3.7257407
2002 Q3,Adelaide Hills,South Australia,Other,0
2002 Q4,Adelaide Hills,South Australia,Other,0
2003 Q1,Adelaide Hills,South Australia,Other,0.6332154
2003 Q2,Adelaide Hills,South Australia,Other,3.6678782
2003 Q3,Adelaide Hills,South Australia,Other,3.0060054
2003 Q4,Adelaide Hills,South Australia,Other,0
2004 Q1,Adelaide Hills,South Australia,Other,1.063292
2004 Q2,Adelaide Hills,South Australia,Other,2.0589476
2004 Q3,Adelaide Hills,South Australia,Other,0.8917248
2004 Q4,Adelaide Hills,South Australia,Other,0.6858324
2005 Q1,Adelaide Hills,South Australia,Other,0
2005 Q2,Adelaide Hills,South Australia,Other,1.8917965
2005 Q3,Adelaide Hills,South Australia,Other,0.6089545
2005 Q4,Adelaide Hills,South Australia,Other,0
2006 Q1,Adelaide Hills,South Australia,Other,0.85997
2006 Q2,Adelaide Hills,South Australia,Other,1.25749
2006 Q3,Adelaide Hills,South Australia,Other,2.195824
2006 Q4,Adelaide Hills,South Australia,Other,2.448203
2007 Q1,Adelaide Hills,South Australia,Other,0.8895071
2007 Q2,Adelaide Hills,South Australia,Other,1.1913984
2007 Q3,Adelaide Hills,South Australia,Other,1.1651694
2007 Q4,Adelaide Hills,South Australia,Other,0.6422861
2008 Q1,Adelaide Hills,South Australia,Other,0
2008 Q2,Adelaide Hills,South Australia,Other,0.7693277
2008 Q3,Adelaide Hills,South Australia,Other,1.2218403
2008 Q4,Adelaide Hills,South Australia,Other,2.4349158
2009 Q1,Adelaide Hills,South Australia,Other,1.1392864
2009 Q2,Adelaide Hills,South Australia,Other,0
2009 Q3,Adelaide Hills,South Australia,Other,1.0324881
2009 Q4,Adelaide Hills,South Australia,Other,0
2010 Q1,Adelaide Hills,South Australia,Other,2.6697268
2010 Q2,Adelaide Hills,South Australia,Other,0
2010 Q3,Adelaide Hills,South Australia,Other,0.5132324
2010 Q4,Adelaide Hills,South Australia,Other,0.6433945
2011 Q1,Adelaide Hills,South Australia,Other,0.5816382
2011 Q2,Adelaide Hills,South Australia,Other,0
2011 Q3,Adelaide Hills,South Australia,Other,2.3308912
2011 Q4,Adelaide Hills,South Australia,Other,0.3166023
2012 Q1,Adelaide Hills,South Australia,Other,0.7022849
2012 Q2,Adelaide Hills,South Australia,Other,1.762161
2012 Q3,Adelaide Hills,South Australia,Other,0
2012 Q4,Adelaide Hills,South Australia,Other,1.2862624
2013 Q1,Adelaide Hills,South Australia,Other,2.884592
2013 Q2,Adelaide Hills,South Australia,Other,0.6894667
2013 Q3,Adelaide Hills,South Australia,Other,0.939753
2013 Q4,Adelaide Hills,South Australia,Other,6.6505357
2014 Q1,Adelaide Hills,South Australia,Other,5.2237755
2014 Q2,Adelaide Hills,South Australia,Other,1.3065007
2014 Q3,Adelaide Hills,South Australia,Other,1.2496519
2014 Q4,Adelaide Hills,South Australia,Other,1.3310606
2015 Q1,Adelaide Hills,South Australia,Other,1.0553395
2015 Q2,Adelaide Hills,South Australia,Other,1.1048741
2015 Q3,Adelaide Hills,South Australia,Other,3.012202
2015 Q4,Adelaide Hills,South Australia,Other,8.9531626
2016 Q1,Adelaide Hills,South Australia,Other,4.1867444
2016 Q2,Adelaide Hills,South Australia,Other,0.2626329
2016 Q3,Adelaide Hills,South Australia,Other,2.6701848
2016 Q4,Adelaide Hills,South Australia,Other,0.3677726
2017 Q1,Adelaide Hills,South Australia,Other,0.6842309
2017 Q2,Adelaide Hills,South Australia,Other,0.9234662
2017 Q3,Adelaide Hills,South Australia,Other,4.3620016
2017 Q4,Adelaide Hills,South Australia,Other,3.947306
1998 Q1,Adelaide Hills,South Australia,Visiting,2.988178
1998 Q2,Adelaide Hills,South Australia,Visiting,7.753242
1998 Q3,Adelaide Hills,South Australia,Visiting,3.5971861
1998 Q4,Adelaide Hills,South Australia,Visiting,8.3452444
1999 Q1,Adelaide Hills,South Australia,Visiting,2.1980095
1999 Q2,Adelaide Hills,South Australia,Visiting,9.2934157
1999 Q3,Adelaide Hills,South Australia,Visiting,5.1374584
1999 Q4,Adelaide Hills,South Australia,Visiting,3.6958415
2000 Q1,Adelaide Hills,South Australia,Visiting,2.1794682
2000 Q2,Adelaide Hills,South Australia,Visiting,0.9406399
2000 Q3,Adelaide Hills,South Australia,Visiting,0.7776381
2000 Q4,Adelaide Hills,South Australia,Visiting,6.515741
2001 Q1,Adelaide Hills,South Australia,Visiting,8.2289248
2001 Q2,Adelaide Hills,South Australia,Visiting,10.2168734
2001 Q3,Adelaide Hills,South Australia,Visiting,8.5900458
2001 Q4,Adelaide Hills,South Australia,Visiting,12.6106848
2002 Q1,Adelaide Hills,South Australia,Visiting,8.4995226
2002 Q2,Adelaide Hills,South Australia,Visiting,9.4753364
2002 Q3,Adelaide Hills,South Australia,Visiting,10.7763782
2002 Q4,Adelaide Hills,South Australia,Visiting,81.1021091
2003 Q1,Adelaide Hills,South Australia,Visiting,7.3269939
2003 Q2,Adelaide Hills,South Australia,Visiting,9.5113885
2003 Q3,Adelaide Hills,South Australia,Visiting,19.3420354
2003 Q4,Adelaide Hills,South Australia,Visiting,22.7892947
2004 Q1,Adelaide Hills,South Australia,Visiting,12.4842808
2004 Q2,Adelaide Hills,South Australia,Visiting,15.1306263
2004 Q3,Adelaide Hills,South Australia,Visiting,14.0430339
2004 Q4,Adelaide Hills,South Australia,Visiting,7.8156616
2005 Q1,Adelaide Hills,South Australia,Visiting,9.6562298
2005 Q2,Adelaide Hills,South Australia,Visiting,5.799967
2005 Q3,Adelaide Hills,South Australia,Visiting,9.4732326
2005 Q4,Adelaide Hills,South Australia,Visiting,19.4286558
2006 Q1,Adelaide Hills,South Australia,Visiting,6.501905
2006 Q2,Adelaide Hills,South Australia,Visiting,9.52855
2006 Q3,Adelaide Hills,South Australia,Visiting,10.031516
2006 Q4,Adelaide Hills,South Australia,Visiting,14.003056
2007 Q1,Adelaide Hills,South Australia,Visiting,16.7443756
2007 Q2,Adelaide Hills,South Australia,Visiting,15.6717698
2007 Q3,Adelaide Hills,South Australia,Visiting,13.4871983
2007 Q4,Adelaide Hills,South Australia,Visiting,10.3024785
2008 Q1,Adelaide Hills,South Australia,Visiting,10.2529087
2008 Q2,Adelaide Hills,South Australia,Visiting,14.1100937
2008 Q3,Adelaide Hills,South Australia,Visiting,22.719851
2008 Q4,Adelaide Hills,South Australia,Visiting,15.8255302
2009 Q1,Adelaide Hills,South Australia,Visiting,21.5836847
2009 Q2,Adelaide Hills,South Australia,Visiting,14.1342226
2009 Q3,Adelaide Hills,South Australia,Visiting,11.4373058
2009 Q4,Adelaide Hills,South Australia,Visiting,10.1824152
2010 Q1,Adelaide Hills,South Australia,Visiting,9.0391551
2010 Q2,Adelaide Hills,South Australia,Visiting,12.1397887
2010 Q3,Adelaide Hills,South Australia,Visiting,15.8184019
2010 Q4,Adelaide Hills,South Australia,Visiting,16.3956495
2011 Q1,Adelaide Hills,South Australia,Visiting,18.1988943
2011 Q2,Adelaide Hills,South Australia,Visiting,9.7830234
2011 Q3,Adelaide Hills,South Australia,Visiting,7.0316674
2011 Q4,Adelaide Hills,South Australia,Visiting,16.3445219
2012 Q1,Adelaide Hills,South Australia,Visiting,9.5684211
2012 Q2,Adelaide Hills,South Australia,Visiting,14.8100992
2012 Q3,Adelaide Hills,South Australia,Visiting,12.2734493
2012 Q4,Adelaide Hills,South Australia,Visiting,22.8520712
2013 Q1,Adelaide Hills,South Australia,Visiting,36.718419
2013 Q2,Adelaide Hills,South Australia,Visiting,19.3726192
2013 Q3,Adelaide Hills,South Australia,Visiting,9.0138821
2013 Q4,Adelaide Hills,South Australia,Visiting,14.2152933
2014 Q1,Adelaide Hills,South Australia,Visiting,11.4496217
2014 Q2,Adelaide Hills,South Australia,Visiting,20.0677326
2014 Q3,Adelaide Hills,South Australia,Visiting,16.1191577
2014 Q4,Adelaide Hills,South Australia,Visiting,16.9922311
2015 Q1,Adelaide Hills,South Australia,Visiting,21.432958
2015 Q2,Adelaide Hills,South Australia,Visiting,25.9516324
2015 Q3,Adelaide Hills,South Australia,Visiting,11.5849997
2015 Q4,Adelaide Hills,South Australia,Visiting,15.7977829
2016 Q1,Adelaide Hills,South Australia,Visiting,27.7491403
2016 Q2,Adelaide Hills,South Australia,Visiting,2.3717196
2016 Q3,Adelaide Hills,South Australia,Visiting,17.4467381
2016 Q4,Adelaide Hills,South Australia,Visiting,37.5658287
2017 Q1,Adelaide Hills,South Australia,Visiting,22.3872402
2017 Q2,Adelaide Hills,South Australia,Visiting,31.4749225
2017 Q3,Adelaide Hills,South Australia,Visiting,13.1173975
2017 Q4,Adelaide Hills,South Australia,Visiting,28.8777155
1998 Q1,Alice Springs,Northern Territory,Business,7.5351074
1998 Q2,Alice Springs,Northern Territory,Business,3.3563886
1998 Q3,Alice Springs,Northern Territory,Business,21.7776673
1998 Q4,Alice Springs,Northern Territory,Business,3.9771463
1999 Q1,Alice Springs,Northern Territory,Business,18.4124016
1999 Q2,Alice Springs,Northern Territory,Business,16.4054032
1999 Q3,Alice Springs,Northern Territory,Business,8.6520996
1999 Q4,Alice Springs,Northern Territory,Business,15.8996215
2000 Q1,Alice Springs,Northern Territory,Business,4.8812172
2000 Q2,Alice Springs,Northern Territory,Business,11.2270142
2000 Q3,Alice Springs,Northern Territory,Business,7.2638197
2000 Q4,Alice Springs,Northern Territory,Business,24.4381962
2001 Q1,Alice Springs,Northern Territory,Business,9.9557335
2001 Q2,Alice Springs,Northern Territory,Business,16.2718147
2001 Q3,Alice Springs,Northern Territory,Business,15.7431957
2001 Q4,Alice Springs,Northern Territory,Business,15.2398063
2002 Q1,Alice Springs,Northern Territory,Business,11.2919954
2002 Q2,Alice Springs,Northern Territory,Business,16.3421441
2002 Q3,Alice Springs,Northern Territory,Business,20.7397677
2002 Q4,Alice Springs,Northern Territory,Business,23.9216337
2003 Q1,Alice Springs,Northern Territory,Business,1.0084255
2003 Q2,Alice Springs,Northern Territory,Business,19.3528331
2003 Q3,Alice Springs,Northern Territory,Business,9.7576477
2003 Q4,Alice Springs,Northern Territory,Business,18.4045143
2004 Q1,Alice Springs,Northern Territory,Business,9.5790425
2004 Q2,Alice Springs,Northern Territory,Business,8.8005499
2004 Q3,Alice Springs,Northern Territory,Business,10.7824435
2004 Q4,Alice Springs,Northern Territory,Business,11.2808164
2005 Q1,Alice Springs,Northern Territory,Business,9.2443086
2005 Q2,Alice Springs,Northern Territory,Business,7.9536995
2005 Q3,Alice Springs,Northern Territory,Business,8.2999071
2005 Q4,Alice Springs,Northern Territory,Business,22.2565388
2006 Q1,Alice Springs,Northern Territory,Business,12.048289
2006 Q2,Alice Springs,Northern Territory,Business,8.422068
2006 Q3,Alice Springs,Northern Territory,Business,9.249005
2006 Q4,Alice Springs,Northern Territory,Business,9.705743
2007 Q1,Alice Springs,Northern Territory,Business,12.1917278
2007 Q2,Alice Springs,Northern Territory,Business,14.5493314
2007 Q3,Alice Springs,Northern Territory,Business,9.4196439
2007 Q4,Alice Springs,Northern Territory,Business,8.3474067
2008 Q1,Alice Springs,Northern Territory,Business,6.3728304
2008 Q2,Alice Springs,Northern Territory,Business,16.9589265
2008 Q3,Alice Springs,Northern Territory,Business,27.9164528
2008 Q4,Alice Springs,Northern Territory,Business,23.3770221
2009 Q1,Alice Springs,Northern Territory,Business,6.7743981
2009 Q2,Alice Springs,Northern Territory,Business,12.6631448
2009 Q3,Alice Springs,Northern Territory,Business,9.9692171
2009 Q4,Alice Springs,Northern Territory,Business,13.2449965
2010 Q1,Alice Springs,Northern Territory,Business,10.8073342
2010 Q2,Alice Springs,Northern Territory,Business,15.9322501
2010 Q3,Alice Springs,Northern Territory,Business,14.7310448
2010 Q4,Alice Springs,Northern Territory,Business,6.3481966
2011 Q1,Alice Springs,Northern Territory,Business,17.3832216
2011 Q2,Alice Springs,Northern Territory,Business,15.2159206
2011 Q3,Alice Springs,Northern Territory,Business,13.9969962
2011 Q4,Alice Springs,Northern Territory,Business,7.3543894
2012 Q1,Alice Springs,Northern Territory,Business,7.2027841
2012 Q2,Alice Springs,Northern Territory,Business,13.4033264
2012 Q3,Alice Springs,Northern Territory,Business,11.3923122
2012 Q4,Alice Springs,Northern Territory,Business,8.7745874
2013 Q1,Alice Springs,Northern Territory,Business,9.4511988
2013 Q2,Alice Springs,Northern Territory,Business,12.2984684
2013 Q3,Alice Springs,Northern Territory,Business,17.2668104
2013 Q4,Alice Springs,Northern Territory,Business,14.1493819
2014 Q1,Alice Springs,Northern Territory,Business,22.6252489
2014 Q2,Alice Springs,Northern Territory,Business,6.4912813
2014 Q3,Alice Springs,Northern Territory,Business,24.7471843
2014 Q4,Alice Springs,Northern Territory,Business,29.5052996
2015 Q1,Alice Springs,Northern Territory,Business,16.4663322
2015 Q2,Alice Springs,Northern Territory,Business,21.431419000000002
2015 Q3,Alice Springs,Northern Territory,Business,23.3333046
2015 Q4,Alice Springs,Northern Territory,Business,26.4521576
2016 Q1,Alice Springs,Northern Territory,Business,8.2042532
2016 Q2,Alice Springs,Northern Territory,Business,24.3648813
2016 Q3,Alice Springs,Northern Territory,Business,33.0572291
2016 Q4,Alice Springs,Northern Territory,Business,21.9552263
2017 Q1,Alice Springs,Northern Territory,Business,18.5882566
2017 Q2,Alice Springs,Northern Territory,Business,34.0770646
2017 Q3,Alice Springs,Northern Territory,Business,30.3633396
2017 Q4,Alice Springs,Northern Territory,Business,17.0405273
1998 Q1,Alice Springs,Northern Territory,Holiday,8.1470853
1998 Q2,Alice Springs,Northern Territory,Holiday,34.6595574
1998 Q3,Alice Springs,Northern Territory,Holiday,76.541382
1998 Q4,Alice Springs,Northern Territory,Holiday,27.2206619
1999 Q1,Alice Springs,Northern Territory,Holiday,12.495749
1999 Q2,Alice Springs,Northern Territory,Holiday,47.3809533
1999 Q3,Alice Springs,Northern Territory,Holiday,60.8314161
1999 Q4,Alice Springs,Northern Territory,Holiday,37.8111007
2000 Q1,Alice Springs,Northern Territory,Holiday,24.2911274
2000 Q2,Alice Springs,Northern Territory,Holiday,24.6175017
2000 Q3,Alice Springs,Northern Territory,Holiday,62.6099921
2000 Q4,Alice Springs,Northern Territory,Holiday,36.1202738
2001 Q1,Alice Springs,Northern Territory,Holiday,14.6648175
2001 Q2,Alice Springs,Northern Territory,Holiday,22.8703785
2001 Q3,Alice Springs,Northern Territory,Holiday,63.554219
2001 Q4,Alice Springs,Northern Territory,Holiday,22.842122
2002 Q1,Alice Springs,Northern Territory,Holiday,7.5927502
2002 Q2,Alice Springs,Northern Territory,Holiday,34.0995705
2002 Q3,Alice Springs,Northern Territory,Holiday,52.7535129
2002 Q4,Alice Springs,Northern Territory,Holiday,34.9011134
2003 Q1,Alice Springs,Northern Territory,Holiday,11.8431689
2003 Q2,Alice Springs,Northern Territory,Holiday,36.6797179
2003 Q3,Alice Springs,Northern Territory,Holiday,45.4880099
2003 Q4,Alice Springs,Northern Territory,Holiday,21.7685144
2004 Q1,Alice Springs,Northern Territory,Holiday,11.4357679
2004 Q2,Alice Springs,Northern Territory,Holiday,26.3460521
2004 Q3,Alice Springs,Northern Territory,Holiday,74.3812909
2004 Q4,Alice Springs,Northern Territory,Holiday,17.7991968
2005 Q1,Alice Springs,Northern Territory,Holiday,13.8690871
2005 Q2,Alice Springs,Northern Territory,Holiday,40.3196952
2005 Q3,Alice Springs,Northern Territory,Holiday,64.0980872
2005 Q4,Alice Springs,Northern Territory,Holiday,31.5503204
2006 Q1,Alice Springs,Northern Territory,Holiday,16.185135
2006 Q2,Alice Springs,Northern Territory,Holiday,37.438826
2006 Q3,Alice Springs,Northern Territory,Holiday,49.688457
2006 Q4,Alice Springs,Northern Territory,Holiday,41.29565
2007 Q1,Alice Springs,Northern Territory,Holiday,13.1360961
2007 Q2,Alice Springs,Northern Territory,Holiday,38.7518353
2007 Q3,Alice Springs,Northern Territory,Holiday,48.0003058
2007 Q4,Alice Springs,Northern Territory,Holiday,29.0465011
2008 Q1,Alice Springs,Northern Territory,Holiday,18.1932404
2008 Q2,Alice Springs,Northern Territory,Holiday,35.8968274
2008 Q3,Alice Springs,Northern Territory,Holiday,36.3539935
2008 Q4,Alice Springs,Northern Territory,Holiday,23.7568368
2009 Q1,Alice Springs,Northern Territory,Holiday,3.5644857
2009 Q2,Alice Springs,Northern Territory,Holiday,44.6970488
2009 Q3,Alice Springs,Northern Territory,Holiday,53.5060037
2009 Q4,Alice Springs,Northern Territory,Holiday,31.4972439
2010 Q1,Alice Springs,Northern Territory,Holiday,10.2337889
2010 Q2,Alice Springs,Northern Territory,Holiday,35.6452535
2010 Q3,Alice Springs,Northern Territory,Holiday,46.4773527
2010 Q4,Alice Springs,Northern Territory,Holiday,45.7219012
2011 Q1,Alice Springs,Northern Territory,Holiday,11.8440169
2011 Q2,Alice Springs,Northern Territory,Holiday,18.6889712
2011 Q3,Alice Springs,Northern Territory,Holiday,37.9127397
2011 Q4,Alice Springs,Northern Territory,Holiday,14.2088997
2012 Q1,Alice Springs,Northern Territory,Holiday,15.1664972
2012 Q2,Alice Springs,Northern Territory,Holiday,21.6415173
2012 Q3,Alice Springs,Northern Territory,Holiday,47.6393635
2012 Q4,Alice Springs,Northern Territory,Holiday,7.2778621
2013 Q1,Alice Springs,Northern Territory,Holiday,6.2145607
2013 Q2,Alice Springs,Northern Territory,Holiday,26.7268165
2013 Q3,Alice Springs,Northern Territory,Holiday,37.0457969
2013 Q4,Alice Springs,Northern Territory,Holiday,17.0726927
2014 Q1,Alice Springs,Northern Territory,Holiday,2.8085551
2014 Q2,Alice Springs,Northern Territory,Holiday,61.3815077
2014 Q3,Alice Springs,Northern Territory,Holiday,46.9493693
2014 Q4,Alice Springs,Northern Territory,Holiday,30.3574627
2015 Q1,Alice Springs,Northern Territory,Holiday,10.5248
2015 Q2,Alice Springs,Northern Territory,Holiday,38.6687314
2015 Q3,Alice Springs,Northern Territory,Holiday,69.7372495
2015 Q4,Alice Springs,Northern Territory,Holiday,20.5462312
2016 Q1,Alice Springs,Northern Territory,Holiday,3.3960847
2016 Q2,Alice Springs,Northern Territory,Holiday,45.0464619
2016 Q3,Alice Springs,Northern Territory,Holiday,65.0457792
2016 Q4,Alice Springs,Northern Territory,Holiday,15.2334995
2017 Q1,Alice Springs,Northern Territory,Holiday,21.1453657
2017 Q2,Alice Springs,Northern Territory,Holiday,39.0295565
2017 Q3,Alice Springs,Northern Territory,Holiday,35.9612283
2017 Q4,Alice Springs,Northern Territory,Holiday,23.0439695
1998 Q1,Alice Springs,Northern Territory,Other,3.1001214
1998 Q2,Alice Springs,Northern Territory,Other,0
1998 Q3,Alice Springs,Northern Territory,Other,5.8125524
1998 Q4,Alice Springs,Northern Territory,Other,1.5595806
1999 Q1,Alice Springs,Northern Territory,Other,7.81557
1999 Q2,Alice Springs,Northern Territory,Other,2.1779956
1999 Q3,Alice Springs,Northern Territory,Other,2.2765407
1999 Q4,Alice Springs,Northern Territory,Other,8.4022799
2000 Q1,Alice Springs,Northern Territory,Other,0.7544927
2000 Q2,Alice Springs,Northern Territory,Other,2.7172053
2000 Q3,Alice Springs,Northern Territory,Other,10.8002815
