Week,Airports,Class,Passengers
1989 W46,MEL-ADL,Business,75
1989 W47,MEL-ADL,Business,56
1989 W48,MEL-ADL,Business,53
1989 W49,MEL-ADL,Business,76
1989 W50,MEL-ADL,Business,65
1989 W51,MEL-ADL,Business,27
1989 W52,MEL-ADL,Business,71
1990 W01,MEL-ADL,Business,93
1990 W02,MEL-ADL,Business,202
1990 W03,MEL-ADL,Business,290
1990 W04,MEL-ADL,Business,244
1990 W05,MEL-ADL,Business,344
1990 W06,MEL-ADL,Business,347
1990 W07,MEL-ADL,Business,446
1990 W08,MEL-ADL,Business,429
1990 W09,MEL-ADL,Business,473
1990 W10,MEL-ADL,Business,471
1990 W11,MEL-ADL,Business,559
1990 W12,MEL-ADL,Business,568
1990 W13,MEL-ADL,Business,624
1990 W14,MEL-ADL,Business,457
1990 W15,MEL-ADL,Business,385
1990 W16,MEL-ADL,Business,506
1990 W17,MEL-ADL,Business,651
1990 W18,MEL-ADL,Business,464
1990 W19,MEL-ADL,Business,513
1990 W20,MEL-ADL,Business,518
1990 W21,MEL-ADL,Business,432
1990 W22,MEL-ADL,Business,487
1990 W23,MEL-ADL,Business,413
1990 W24,MEL-ADL,Business,450
1990 W25,MEL-ADL,Business,444
1990 W26,MEL-ADL,Business,425
1990 W27,MEL-ADL,Business,416
1990 W28,MEL-ADL,Business,429
1990 W29,MEL-ADL,Business,464
1990 W30,MEL-ADL,Business,414
1990 W31,MEL-ADL,Business,433
1990 W32,MEL-ADL,Business,399
1990 W33,MEL-ADL,Business,425
1990 W34,MEL-ADL,Business,421
1990 W35,MEL-ADL,Business,439
1990 W36,MEL-ADL,Business,426
1990 W37,MEL-ADL,Business,519
1990 W38,MEL-ADL,Business,261
1990 W39,MEL-ADL,Business,494
1990 W40,MEL-ADL,Business,414
1990 W41,MEL-ADL,Business,414
1990 W42,MEL-ADL,Business,557
1990 W43,MEL-ADL,Business,535
1990 W44,MEL-ADL,Business,575
1990 W45,MEL-ADL,Business,401
1990 W46,MEL-ADL,Business,543
1990 W47,MEL-ADL,Business,410
1990 W48,MEL-ADL,Business,453
1990 W49,MEL-ADL,Business,393
1990 W50,MEL-ADL,Business,241
1990 W51,MEL-ADL,Business,53
1990 W52,MEL-ADL,Business,152
1991 W01,MEL-ADL,Business,175
1991 W02,MEL-ADL,Business,259
1991 W03,MEL-ADL,Business,282
1991 W04,MEL-ADL,Business,239
1991 W05,MEL-ADL,Business,418
1991 W06,MEL-ADL,Business,481
1991 W07,MEL-ADL,Business,465
1991 W08,MEL-ADL,Business,416
1991 W09,MEL-ADL,Business,517
1991 W10,MEL-ADL,Business,473
1991 W11,MEL-ADL,Business,494
1991 W12,MEL-ADL,Business,379
1991 W13,MEL-ADL,Business,380
1991 W14,MEL-ADL,Business,560
1991 W15,MEL-ADL,Business,531
1991 W16,MEL-ADL,Business,445
1991 W17,MEL-ADL,Business,514
1991 W18,MEL-ADL,Business,499
1991 W19,MEL-ADL,Business,500
1991 W20,MEL-ADL,Business,580
1991 W21,MEL-ADL,Business,486
1991 W22,MEL-ADL,Business,523
1991 W23,MEL-ADL,Business,417
1991 W24,MEL-ADL,Business,461
1991 W25,MEL-ADL,Business,408
1991 W26,MEL-ADL,Business,406
1991 W27,MEL-ADL,Business,375
1991 W28,MEL-ADL,Business,359
1991 W29,MEL-ADL,Business,411
1991 W30,MEL-ADL,Business,376
1991 W31,MEL-ADL,Business,400
1991 W32,MEL-ADL,Business,394
1991 W33,MEL-ADL,Business,421
1991 W34,MEL-ADL,Business,378
1991 W35,MEL-ADL,Business,437
1991 W36,MEL-ADL,Business,433
1991 W37,MEL-ADL,Business,390
1991 W38,MEL-ADL,Business,404
1991 W39,MEL-ADL,Business,461
1991 W40,MEL-ADL,Business,432
1991 W41,MEL-ADL,Business,373
1991 W42,MEL-ADL,Business,438
1991 W43,MEL-ADL,Business,542
1991 W44,MEL-ADL,Business,531
1991 W45,MEL-ADL,Business,409
1991 W46,MEL-ADL,Business,526
1991 W47,MEL-ADL,Business,462
1991 W48,MEL-ADL,Business,461
1991 W49,MEL-ADL,Business,401
1991 W50,MEL-ADL,Business,341
1991 W51,MEL-ADL,Business,76
1991 W52,MEL-ADL,Business,115
1992 W01,MEL-ADL,Business,185
1992 W02,MEL-ADL,Business,315
1992 W03,MEL-ADL,Business,321
1992 W04,MEL-ADL,Business,305
1992 W05,MEL-ADL,Business,365
1992 W06,MEL-ADL,Business,325
1992 W07,MEL-ADL,Business,336
1992 W08,MEL-ADL,Business,370
1992 W09,MEL-ADL,Business,492
1992 W10,MEL-ADL,Business,454
1992 W11,MEL-ADL,Business,479
1992 W12,MEL-ADL,Business,2794
1992 W13,MEL-ADL,Business,2725
1992 W14,MEL-ADL,Business,2956
1992 W15,MEL-ADL,Business,2469
1992 W16,MEL-ADL,Business,1840
1992 W17,MEL-ADL,Business,2744
1992 W18,MEL-ADL,Business,2482
1992 W19,MEL-ADL,Business,2468
1992 W20,MEL-ADL,Business,2457
1992 W21,MEL-ADL,Business,2155
1992 W22,MEL-ADL,Business,2074
1992 W23,MEL-ADL,Business,1789
1992 W24,MEL-ADL,Business,1618
1992 W25,MEL-ADL,Business,1185
1992 W26,MEL-ADL,Business,879
1992 W27,MEL-ADL,Business,868
1992 W28,MEL-ADL,Business,751
1992 W29,MEL-ADL,Business,764
1992 W30,MEL-ADL,Business,707
1992 W31,MEL-ADL,Business,753
1992 W32,MEL-ADL,Business,761
1992 W33,MEL-ADL,Business,863
1992 W34,MEL-ADL,Business,817
1992 W35,MEL-ADL,Business,691
1992 W36,MEL-ADL,Business,738
1992 W37,MEL-ADL,Business,701
1992 W38,MEL-ADL,Business,737
1992 W39,MEL-ADL,Business,784
1992 W40,MEL-ADL,Business,653
1992 W41,MEL-ADL,Business,736
1992 W42,MEL-ADL,Business,793
1992 W43,MEL-ADL,Business,729
1992 W44,MEL-ADL,Business,895
1992 W45,MEL-ADL,Business,1053
1992 W46,MEL-ADL,Business,732
1992 W47,MEL-ADL,Business,836
1987 W26,MEL-ADL,Economy,6738
1987 W27,MEL-ADL,Economy,7059
1987 W28,MEL-ADL,Economy,6914
1987 W29,MEL-ADL,Economy,6793
1987 W30,MEL-ADL,Economy,6713
1987 W31,MEL-ADL,Economy,6979
1987 W32,MEL-ADL,Economy,6727
1987 W33,MEL-ADL,Economy,6827
1987 W34,MEL-ADL,Economy,7338
1987 W35,MEL-ADL,Economy,6632
1987 W36,MEL-ADL,Economy,6912
1987 W37,MEL-ADL,Economy,7289
1987 W38,MEL-ADL,Economy,8054
1987 W39,MEL-ADL,Economy,8314
1987 W40,MEL-ADL,Economy,7945
1987 W41,MEL-ADL,Economy,7842
1987 W42,MEL-ADL,Economy,7512
1987 W43,MEL-ADL,Economy,7317
1987 W44,MEL-ADL,Economy,6556
1987 W45,MEL-ADL,Economy,8824
1987 W46,MEL-ADL,Economy,9714
1987 W47,MEL-ADL,Economy,7572
1987 W48,MEL-ADL,Economy,7364
1987 W49,MEL-ADL,Economy,7342
1987 W50,MEL-ADL,Economy,6965
1987 W51,MEL-ADL,Economy,6528
1987 W52,MEL-ADL,Economy,5597
1987 W53,MEL-ADL,Economy,6180
1988 W01,MEL-ADL,Economy,7001
1988 W02,MEL-ADL,Economy,6983
1988 W03,MEL-ADL,Economy,6303
1988 W04,MEL-ADL,Economy,6938
1988 W05,MEL-ADL,Economy,7539
1988 W06,MEL-ADL,Economy,7468
1988 W07,MEL-ADL,Economy,8734
1988 W08,MEL-ADL,Economy,8299
1988 W09,MEL-ADL,Economy,7862
1988 W10,MEL-ADL,Economy,7823
1988 W11,MEL-ADL,Economy,7900
1988 W12,MEL-ADL,Economy,7063
1988 W13,MEL-ADL,Economy,6970
1988 W14,MEL-ADL,Economy,7873
1988 W15,MEL-ADL,Economy,7662
1988 W16,MEL-ADL,Economy,7164
1988 W17,MEL-ADL,Economy,6966
1988 W18,MEL-ADL,Economy,6721
1988 W19,MEL-ADL,Economy,7162
1988 W20,MEL-ADL,Economy,7073
1988 W21,MEL-ADL,Economy,6372
1988 W22,MEL-ADL,Economy,6318
1988 W23,MEL-ADL,Economy,7131
1988 W24,MEL-ADL,Economy,6130
1988 W25,MEL-ADL,Economy,7140
1988 W26,MEL-ADL,Economy,7202
1988 W27,MEL-ADL,Economy,7340
1988 W28,MEL-ADL,Economy,7644
1988 W29,MEL-ADL,Economy,6749
1988 W30,MEL-ADL,Economy,7073
1988 W31,MEL-ADL,Economy,7457
1988 W32,MEL-ADL,Economy,7146
1988 W33,MEL-ADL,Economy,7478
1988 W34,MEL-ADL,Economy,7103
1988 W35,MEL-ADL,Economy,7495
1988 W36,MEL-ADL,Economy,7348
1988 W37,MEL-ADL,Economy,8192
1988 W38,MEL-ADL,Economy,8911
1988 W39,MEL-ADL,Economy,6024
1988 W40,MEL-ADL,Economy,7573
1988 W41,MEL-ADL,Economy,6643
1988 W42,MEL-ADL,Economy,7958
1988 W43,MEL-ADL,Economy,6675
1988 W44,MEL-ADL,Economy,8502
1988 W45,MEL-ADL,Economy,10014
1988 W46,MEL-ADL,Economy,7327
1988 W47,MEL-ADL,Economy,6972
1988 W48,MEL-ADL,Economy,7439
1988 W49,MEL-ADL,Economy,7430
1988 W50,MEL-ADL,Economy,6556
1988 W51,MEL-ADL,Economy,5479
1988 W52,MEL-ADL,Economy,6246
1989 W01,MEL-ADL,Economy,6220
1989 W02,MEL-ADL,Economy,6801
1989 W03,MEL-ADL,Economy,6475
1989 W04,MEL-ADL,Economy,6229
1989 W05,MEL-ADL,Economy,7097
1989 W06,MEL-ADL,Economy,7031
1989 W07,MEL-ADL,Economy,6897
1989 W08,MEL-ADL,Economy,7651
1989 W09,MEL-ADL,Economy,7476
1989 W10,MEL-ADL,Economy,7200
1989 W11,MEL-ADL,Economy,7636
1989 W12,MEL-ADL,Economy,6629
1989 W13,MEL-ADL,Economy,7662
1989 W14,MEL-ADL,Economy,7977
1989 W15,MEL-ADL,Economy,7772
1989 W16,MEL-ADL,Economy,6447
1989 W17,MEL-ADL,Economy,6912
1989 W18,MEL-ADL,Economy,6964
1989 W19,MEL-ADL,Economy,6468
1989 W20,MEL-ADL,Economy,6658
1989 W21,MEL-ADL,Economy,5761
1989 W22,MEL-ADL,Economy,6866
1989 W23,MEL-ADL,Economy,6440
1989 W24,MEL-ADL,Economy,6932
1989 W25,MEL-ADL,Economy,8048
1989 W26,MEL-ADL,Economy,8316
1989 W27,MEL-ADL,Economy,7647
1989 W28,MEL-ADL,Economy,6886
1989 W29,MEL-ADL,Economy,6363
1989 W30,MEL-ADL,Economy,6138
1989 W31,MEL-ADL,Economy,6789
1989 W32,MEL-ADL,Economy,5988
1989 W33,MEL-ADL,Economy,2903
1989 W34,MEL-ADL,Economy,0
1989 W35,MEL-ADL,Economy,0
1989 W36,MEL-ADL,Economy,0
1989 W37,MEL-ADL,Economy,0
1989 W38,MEL-ADL,Economy,0
1989 W39,MEL-ADL,Economy,0
1989 W40,MEL-ADL,Economy,0
1989 W41,MEL-ADL,Economy,1911
1989 W42,MEL-ADL,Economy,1805
1989 W43,MEL-ADL,Economy,2518
1989 W44,MEL-ADL,Economy,3507
1989 W45,MEL-ADL,Economy,4023
1989 W46,MEL-ADL,Economy,3714
1989 W47,MEL-ADL,Economy,3613
1989 W48,MEL-ADL,Economy,3691
1989 W49,MEL-ADL,Economy,4328
1989 W50,MEL-ADL,Economy,4989
1989 W51,MEL-ADL,Economy,3665
1989 W52,MEL-ADL,Economy,4153
1990 W01,MEL-ADL,Economy,5263
1990 W02,MEL-ADL,Economy,5965
1990 W03,MEL-ADL,Economy,5887
1990 W04,MEL-ADL,Economy,5485
1990 W05,MEL-ADL,Economy,5225
1990 W06,MEL-ADL,Economy,5644
1990 W07,MEL-ADL,Economy,5836
1990 W08,MEL-ADL,Economy,6087
1990 W09,MEL-ADL,Economy,6025
1990 W10,MEL-ADL,Economy,5538
1990 W11,MEL-ADL,Economy,7181
1990 W12,MEL-ADL,Economy,7331
1990 W13,MEL-ADL,Economy,7416
1990 W14,MEL-ADL,Economy,7325
1990 W15,MEL-ADL,Economy,6810
1990 W16,MEL-ADL,Economy,7282
1990 W17,MEL-ADL,Economy,7541
1990 W18,MEL-ADL,Economy,6660
1990 W19,MEL-ADL,Economy,6771
1990 W20,MEL-ADL,Economy,6225
1990 W21,MEL-ADL,Economy,5948
1990 W22,MEL-ADL,Economy,6983
1990 W23,MEL-ADL,Economy,6022
1990 W24,MEL-ADL,Economy,6034
1990 W25,MEL-ADL,Economy,6927
1990 W26,MEL-ADL,Economy,6898
1990 W27,MEL-ADL,Economy,7606
1990 W28,MEL-ADL,Economy,7481
1990 W29,MEL-ADL,Economy,6857
1990 W30,MEL-ADL,Economy,6621
1990 W31,MEL-ADL,Economy,6757
1990 W32,MEL-ADL,Economy,6509
1990 W33,MEL-ADL,Economy,7056
1990 W34,MEL-ADL,Economy,6797
1990 W35,MEL-ADL,Economy,7108
1990 W36,MEL-ADL,Economy,7531
1990 W37,MEL-ADL,Economy,8273
1990 W38,MEL-ADL,Economy,6090
1990 W39,MEL-ADL,Economy,8705
1990 W40,MEL-ADL,Economy,8458
1990 W41,MEL-ADL,Economy,7290
1990 W42,MEL-ADL,Economy,7680
1990 W43,MEL-ADL,Economy,8204
1990 W44,MEL-ADL,Economy,7546
1990 W45,MEL-ADL,Economy,6653
1990 W46,MEL-ADL,Economy,6558
1990 W47,MEL-ADL,Economy,6702
1990 W48,MEL-ADL,Economy,7456
1990 W49,MEL-ADL,Economy,6979
1990 W50,MEL-ADL,Economy,7222
1990 W51,MEL-ADL,Economy,7094
1990 W52,MEL-ADL,Economy,7819
1991 W01,MEL-ADL,Economy,8402
1991 W02,MEL-ADL,Economy,9073
1991 W03,MEL-ADL,Economy,9377
1991 W04,MEL-ADL,Economy,8317
1991 W05,MEL-ADL,Economy,7229
1991 W06,MEL-ADL,Economy,7655
1991 W07,MEL-ADL,Economy,7941
1991 W08,MEL-ADL,Economy,7483
1991 W09,MEL-ADL,Economy,7104
1991 W10,MEL-ADL,Economy,7182
1991 W11,MEL-ADL,Economy,7342
1991 W12,MEL-ADL,Economy,8060
1991 W13,MEL-ADL,Economy,7427
1991 W14,MEL-ADL,Economy,7751
1991 W15,MEL-ADL,Economy,7732
1991 W16,MEL-ADL,Economy,8749
1991 W17,MEL-ADL,Economy,8294
1991 W18,MEL-ADL,Economy,7826
1991 W19,MEL-ADL,Economy,7729
1991 W20,MEL-ADL,Economy,8534
1991 W21,MEL-ADL,Economy,8347
1991 W22,MEL-ADL,Economy,8986
1991 W23,MEL-ADL,Economy,8151
1991 W24,MEL-ADL,Economy,7518
1991 W25,MEL-ADL,Economy,8527
1991 W26,MEL-ADL,Economy,9346
1991 W27,MEL-ADL,Economy,10726
1991 W28,MEL-ADL,Economy,10757
1991 W29,MEL-ADL,Economy,9101
1991 W30,MEL-ADL,Economy,8462
1991 W31,MEL-ADL,Economy,8210
1991 W32,MEL-ADL,Economy,8750
1991 W33,MEL-ADL,Economy,9051
1991 W34,MEL-ADL,Economy,9973
1991 W35,MEL-ADL,Economy,10002
1991 W36,MEL-ADL,Economy,9765
1991 W37,MEL-ADL,Economy,9898
1991 W38,MEL-ADL,Economy,11277
1991 W39,MEL-ADL,Economy,10966
1991 W40,MEL-ADL,Economy,11054
1991 W41,MEL-ADL,Economy,10111
1991 W42,MEL-ADL,Economy,10265
1991 W43,MEL-ADL,Economy,10410
1991 W44,MEL-ADL,Economy,11810
1991 W45,MEL-ADL,Economy,10875
1991 W46,MEL-ADL,Economy,10629
1991 W47,MEL-ADL,Economy,10476
1991 W48,MEL-ADL,Economy,10060
1991 W49,MEL-ADL,Economy,9588
1991 W50,MEL-ADL,Economy,9687
1991 W51,MEL-ADL,Economy,10498
1991 W52,MEL-ADL,Economy,10349
1992 W01,MEL-ADL,Economy,11086
1992 W02,MEL-ADL,Economy,10256
1992 W03,MEL-ADL,Economy,10078
1992 W04,MEL-ADL,Economy,8832
1992 W05,MEL-ADL,Economy,7402
1992 W06,MEL-ADL,Economy,8831
1992 W07,MEL-ADL,Economy,8400
1992 W08,MEL-ADL,Economy,8307
1992 W09,MEL-ADL,Economy,9616
1992 W10,MEL-ADL,Economy,9859
1992 W11,MEL-ADL,Economy,9073
1992 W12,MEL-ADL,Economy,7037
1992 W13,MEL-ADL,Economy,6595
1992 W14,MEL-ADL,Economy,6618
1992 W15,MEL-ADL,Economy,7342
1992 W16,MEL-ADL,Economy,7448
1992 W17,MEL-ADL,Economy,6326
1992 W18,MEL-ADL,Economy,6431
1992 W19,MEL-ADL,Economy,6626
1992 W20,MEL-ADL,Economy,6901
1992 W21,MEL-ADL,Economy,6631
1992 W22,MEL-ADL,Economy,7163
1992 W23,MEL-ADL,Economy,7033
1992 W24,MEL-ADL,Economy,7293
1992 W25,MEL-ADL,Economy,8067
1992 W26,MEL-ADL,Economy,8860
1992 W27,MEL-ADL,Economy,9328
1992 W28,MEL-ADL,Economy,9555
1992 W29,MEL-ADL,Economy,9382
1992 W30,MEL-ADL,Economy,8810
1992 W31,MEL-ADL,Economy,8704
1992 W32,MEL-ADL,Economy,8843
1992 W33,MEL-ADL,Economy,9150
1992 W34,MEL-ADL,Economy,9842
1992 W35,MEL-ADL,Economy,8653
1992 W36,MEL-ADL,Economy,8815
1992 W37,MEL-ADL,Economy,8895
1992 W38,MEL-ADL,Economy,9931
1992 W39,MEL-ADL,Economy,10470
1992 W40,MEL-ADL,Economy,9276
1992 W41,MEL-ADL,Economy,9472
1992 W42,MEL-ADL,Economy,9260
1992 W43,MEL-ADL,Economy,8968
1992 W44,MEL-ADL,Economy,10421
1992 W45,MEL-ADL,Economy,12067
1992 W46,MEL-ADL,Economy,9178
1992 W47,MEL-ADL,Economy,9052
1987 W26,MEL-ADL,First,445
1987 W27,MEL-ADL,First,382
1987 W28,MEL-ADL,First,411
1987 W29,MEL-ADL,First,457
1987 W30,MEL-ADL,First,464
1987 W31,MEL-ADL,First,505
1987 W32,MEL-ADL,First,469
1987 W33,MEL-ADL,First,471
1987 W34,MEL-ADL,First,439
1987 W35,MEL-ADL,First,446
1987 W36,MEL-ADL,First,445
1987 W37,MEL-ADL,First,417
1987 W38,MEL-ADL,First,546
1987 W39,MEL-ADL,First,531
1987 W40,MEL-ADL,First,510
1987 W41,MEL-ADL,First,511
1987 W42,MEL-ADL,First,464
1987 W43,MEL-ADL,First,562
1987 W44,MEL-ADL,First,502
1987 W45,MEL-ADL,First,736
1987 W46,MEL-ADL,First,848
1987 W47,MEL-ADL,First,601
1987 W48,MEL-ADL,First,511
1987 W49,MEL-ADL,First,570
1987 W50,MEL-ADL,First,508
1987 W51,MEL-ADL,First,255
1987 W52,MEL-ADL,First,157
1987 W53,MEL-ADL,First,203
1988 W01,MEL-ADL,First,292
1988 W02,MEL-ADL,First,346
1988 W03,MEL-ADL,First,303
1988 W04,MEL-ADL,First,483
1988 W05,MEL-ADL,First,634
1988 W06,MEL-ADL,First,529
1988 W07,MEL-ADL,First,639
1988 W08,MEL-ADL,First,602
1988 W09,MEL-ADL,First,531
1988 W10,MEL-ADL,First,523
1988 W11,MEL-ADL,First,492
1988 W12,MEL-ADL,First,322
1988 W13,MEL-ADL,First,344
1988 W14,MEL-ADL,First,520
1988 W15,MEL-ADL,First,505
1988 W16,MEL-ADL,First,468
1988 W17,MEL-ADL,First,483
1988 W18,MEL-ADL,First,565
1988 W19,MEL-ADL,First,492
1988 W20,MEL-ADL,First,526
1988 W21,MEL-ADL,First,431
1988 W22,MEL-ADL,First,450
1988 W23,MEL-ADL,First,417
1988 W24,MEL-ADL,First,378
1988 W25,MEL-ADL,First,463
1988 W26,MEL-ADL,First,403
1988 W27,MEL-ADL,First,469
1988 W28,MEL-ADL,First,480
1988 W29,MEL-ADL,First,460
1988 W30,MEL-ADL,First,365
1988 W31,MEL-ADL,First,448
1988 W32,MEL-ADL,First,446
1988 W33,MEL-ADL,First,473
1988 W34,MEL-ADL,First,449
1988 W35,MEL-ADL,First,463
1988 W36,MEL-ADL,First,413
1988 W37,MEL-ADL,First,539
1988 W38,MEL-ADL,First,438
1988 W39,MEL-ADL,First,287
1988 W40,MEL-ADL,First,341
1988 W41,MEL-ADL,First,321
1988 W42,MEL-ADL,First,489
1988 W43,MEL-ADL,First,529
1988 W44,MEL-ADL,First,642
1988 W45,MEL-ADL,First,952
1988 W46,MEL-ADL,First,593
1988 W47,MEL-ADL,First,504
1988 W48,MEL-ADL,First,470
1988 W49,MEL-ADL,First,471
1988 W50,MEL-ADL,First,342
1988 W51,MEL-ADL,First,130
1988 W52,MEL-ADL,First,153
1989 W01,MEL-ADL,First,240
1989 W02,MEL-ADL,First,271
1989 W03,MEL-ADL,First,310
1989 W04,MEL-ADL,First,417
1989 W05,MEL-ADL,First,510
1989 W06,MEL-ADL,First,583
1989 W07,MEL-ADL,First,478
1989 W08,MEL-ADL,First,510
1989 W09,MEL-ADL,First,467
1989 W10,MEL-ADL,First,550
1989 W11,MEL-ADL,First,362
1989 W12,MEL-ADL,First,411
1989 W13,MEL-ADL,First,529
1989 W14,MEL-ADL,First,458
1989 W15,MEL-ADL,First,510
1989 W16,MEL-ADL,First,393
1989 W17,MEL-ADL,First,445
1989 W18,MEL-ADL,First,586
1989 W19,MEL-ADL,First,480
1989 W20,MEL-ADL,First,446
1989 W21,MEL-ADL,First,376
1989 W22,MEL-ADL,First,472
1989 W23,MEL-ADL,First,381
1989 W24,MEL-ADL,First,468
1989 W25,MEL-ADL,First,451
1989 W26,MEL-ADL,First,452
1989 W27,MEL-ADL,First,412
1989 W28,MEL-ADL,First,364
1989 W29,MEL-ADL,First,373
1989 W30,MEL-ADL,First,405
1989 W31,MEL-ADL,First,356
1989 W32,MEL-ADL,First,348
1989 W33,MEL-ADL,First,214
1989 W34,MEL-ADL,First,0
1989 W35,MEL-ADL,First,0
1989 W36,MEL-ADL,First,0
1989 W37,MEL-ADL,First,0
1989 W38,MEL-ADL,First,0
1989 W39,MEL-ADL,First,0
1989 W40,MEL-ADL,First,0
1989 W41,MEL-ADL,First,2
1989 W42,MEL-ADL,First,0
1989 W43,MEL-ADL,First,72
1989 W44,MEL-ADL,First,83
1989 W45,MEL-ADL,First,58
1989 W46,MEL-ADL,First,55
1989 W47,MEL-ADL,First,30
1989 W48,MEL-ADL,First,57
1989 W49,MEL-ADL,First,57
1989 W50,MEL-ADL,First,57
1989 W51,MEL-ADL,First,18
1989 W52,MEL-ADL,First,40
1990 W01,MEL-ADL,First,99
1990 W02,MEL-ADL,First,138
1990 W03,MEL-ADL,First,195
1990 W04,MEL-ADL,First,196
1990 W05,MEL-ADL,First,237
1990 W06,MEL-ADL,First,253
1990 W07,MEL-ADL,First,256
1990 W08,MEL-ADL,First,309
1990 W09,MEL-ADL,First,362
1990 W10,MEL-ADL,First,324
1990 W11,MEL-ADL,First,367
1990 W12,MEL-ADL,First,380
1990 W13,MEL-ADL,First,460
1990 W14,MEL-ADL,First,299
1990 W15,MEL-ADL,First,292
1990 W16,MEL-ADL,First,342
1990 W17,MEL-ADL,First,400
1990 W18,MEL-ADL,First,365
1990 W19,MEL-ADL,First,344
1990 W20,MEL-ADL,First,372
1990 W21,MEL-ADL,First,319
1990 W22,MEL-ADL,First,406
1990 W23,MEL-ADL,First,304
1990 W24,MEL-ADL,First,385
1990 W25,MEL-ADL,First,333
1990 W26,MEL-ADL,First,339
1990 W27,MEL-ADL,First,303
1990 W28,MEL-ADL,First,355
1990 W29,MEL-ADL,First,304
1990 W30,MEL-ADL,First,305
1990 W31,MEL-ADL,First,249
1990 W32,MEL-ADL,First,252
1990 W33,MEL-ADL,First,273
1990 W34,MEL-ADL,First,324
1990 W35,MEL-ADL,First,300
1990 W36,MEL-ADL,First,326
1990 W37,MEL-ADL,First,316
1990 W38,MEL-ADL,First,206
1990 W39,MEL-ADL,First,303
1990 W40,MEL-ADL,First,304
1990 W41,MEL-ADL,First,390
1990 W42,MEL-ADL,First,466
1990 W43,MEL-ADL,First,503
1990 W44,MEL-ADL,First,424
1990 W45,MEL-ADL,First,278
1990 W46,MEL-ADL,First,309
1990 W47,MEL-ADL,First,327
1990 W48,MEL-ADL,First,314
1990 W49,MEL-ADL,First,266
1990 W50,MEL-ADL,First,232
1990 W51,MEL-ADL,First,111
1990 W52,MEL-ADL,First,132
1991 W01,MEL-ADL,First,188
1991 W02,MEL-ADL,First,229
1991 W03,MEL-ADL,First,377
1991 W04,MEL-ADL,First,234
1991 W05,MEL-ADL,First,247
1991 W06,MEL-ADL,First,323
1991 W07,MEL-ADL,First,290
1991 W08,MEL-ADL,First,314
1991 W09,MEL-ADL,First,276
1991 W10,MEL-ADL,First,274
1991 W11,MEL-ADL,First,357
1991 W12,MEL-ADL,First,278
1991 W13,MEL-ADL,First,208
1991 W14,MEL-ADL,First,308
1991 W15,MEL-ADL,First,276
1991 W16,MEL-ADL,First,291
1991 W17,MEL-ADL,First,297
1991 W18,MEL-ADL,First,292
1991 W19,MEL-ADL,First,238
1991 W20,MEL-ADL,First,271
1991 W21,MEL-ADL,First,289
1991 W22,MEL-ADL,First,297
1991 W23,MEL-ADL,First,218
1991 W24,MEL-ADL,First,301
1991 W25,MEL-ADL,First,283
1991 W26,MEL-ADL,First,247
1991 W27,MEL-ADL,First,313
1991 W28,MEL-ADL,First,245
1991 W29,MEL-ADL,First,271
1991 W30,MEL-ADL,First,258
1991 W31,MEL-ADL,First,286
1991 W32,MEL-ADL,First,285
1991 W33,MEL-ADL,First,199
1991 W34,MEL-ADL,First,305
1991 W35,MEL-ADL,First,300
1991 W36,MEL-ADL,First,300
1991 W37,MEL-ADL,First,276
1991 W38,MEL-ADL,First,348
1991 W39,MEL-ADL,First,271
1991 W40,MEL-ADL,First,221
1991 W41,MEL-ADL,First,285
1991 W42,MEL-ADL,First,317
1991 W43,MEL-ADL,First,318
1991 W44,MEL-ADL,First,355
1991 W45,MEL-ADL,First,298
1991 W46,MEL-ADL,First,260
1991 W47,MEL-ADL,First,295
1991 W48,MEL-ADL,First,232
1991 W49,MEL-ADL,First,212
1991 W50,MEL-ADL,First,221
1991 W51,MEL-ADL,First,52
1991 W52,MEL-ADL,First,98
1992 W01,MEL-ADL,First,162
1992 W02,MEL-ADL,First,158
1992 W03,MEL-ADL,First,203
1992 W04,MEL-ADL,First,183
1992 W05,MEL-ADL,First,395
1992 W06,MEL-ADL,First,685
1992 W07,MEL-ADL,First,603
1992 W08,MEL-ADL,First,608
1992 W09,MEL-ADL,First,726
1992 W10,MEL-ADL,First,743
1992 W11,MEL-ADL,First,741
1992 W12,MEL-ADL,First,619
1992 W13,MEL-ADL,First,574
1992 W14,MEL-ADL,First,534
1992 W15,MEL-ADL,First,460
1992 W16,MEL-ADL,First,466
1992 W17,MEL-ADL,First,595
1992 W18,MEL-ADL,First,632
1992 W19,MEL-ADL,First,656
1992 W20,MEL-ADL,First,665
1992 W21,MEL-ADL,First,498
1992 W22,MEL-ADL,First,473
1992 W23,MEL-ADL,First,423
1992 W24,MEL-ADL,First,453
1992 W25,MEL-ADL,First,282
1992 W26,MEL-ADL,First,342
1992 W27,MEL-ADL,First,401
1992 W28,MEL-ADL,First,320
1992 W29,MEL-ADL,First,392
1992 W30,MEL-ADL,First,309
1992 W31,MEL-ADL,First,330
1992 W32,MEL-ADL,First,379
1992 W33,MEL-ADL,First,381
1992 W34,MEL-ADL,First,406
1992 W35,MEL-ADL,First,370
1992 W36,MEL-ADL,First,355
1992 W37,MEL-ADL,First,347
1992 W38,MEL-ADL,First,426
1992 W39,MEL-ADL,First,415
1992 W40,MEL-ADL,First,363
1992 W41,MEL-ADL,First,362
1992 W42,MEL-ADL,First,453
1992 W43,MEL-ADL,First,389
